Identificador,ual_parr,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,cg_k100,cg_k101,cg_k102,eu_k1301,ct_k509,ct_k511ha,ct_afecta_prod,ct_riego,ct_aferti,Ventas,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,ct_prod,ct_cantidad_npk_fq
12025051000993328,50,0.0,0.0,1.0,0.0,1.0,1,30,3,65,8.0,270.0,6.0,1,1,902.0454545454553,,1.0,1.0,902.0454545454553,2430.0
12025051000993346,50,0.0,0.0,1.0,0.0,0.0,0,72,1,11,11.0,90.0,6.0,1,1,376.36363636363603,,1.0,1.0,376.36363636363603,270.0
12025051000993357,50,0.0,0.0,1.0,0.0,0.0,1,49,2,11,10.0,19.0,5.0,1,1,45.8181818181818,,1.0,1.0,45.8181818181818,210.0
12025051000993357,50,0.0,0.0,1.0,0.0,0.0,1,49,2,11,9.0,16.0,5.0,0,1,54.4090909090909,,1.0,1.0,54.4090909090909,210.0
12025251000993358,52,0.0,0.0,1.0,0.0,1.0,1,55,3,22,11.0,78.0,6.0,1,1,297.818181818182,,1.0,1.0,297.818181818182,156.0
12025251000993358,52,0.0,0.0,1.0,0.0,1.0,1,55,3,22,5.0,78.0,6.0,0,1,297.818181818182,,1.0,1.0,297.818181818182,156.0
12025251000993411,52,0.0,0.0,1.0,0.0,0.0,0,58,3,9,5.0,20.0,3.0,0,1,28.6363636363636,,1.0,1.0,28.6363636363636,80.0
12035051000993329,50,0.0,0.0,1.0,0.0,0.0,1,65,2,50,5.0,890.0,6.0,0,1,2973.40909090909,,1.0,1.0,2973.40909090909,1780.0
12035051000993331,50,0.0,0.0,1.0,0.0,1.0,1,65,2,36,5.0,102.0,6.0,0,1,389.454545454545,,1.0,1.0,389.454545454545,408.0
12035051000993337,50,0.0,0.0,1.0,0.0,0.0,1,63,3,4,5.0,73.0,6.0,0,1,209.04545454545502,,,,209.04545454545502,
12035051000993366,50,0.0,0.0,1.0,0.0,0.0,1,55,2,6,12.0,16.0,6.0,1,1,65.4545454545455,,1.0,1.0,65.4545454545455,
12035051000993366,50,0.0,0.0,1.0,0.0,0.0,1,55,2,6,5.0,16.0,6.0,0,1,65.4545454545455,,1.0,1.0,65.4545454545455,
